cohort,dimension,category,separately_plotted,call_count,task_count,p50_ms,p90_ms,p95_ms,p99_ms,max_ms
All benchmarks,content_category,printf,False,49,33,44.91114616394043,1238.268089294437,2798.6685752868625,10394.191417694037,17102.515697479248
All benchmarks,content_category,ps,False,4,3,16.17121696472168,115.0122404098511,135.7943177223205,152.4199795722961,156.57639503479004
All benchmarks,content_category,pwd,False,2,2,125.48422813415527,210.50028800964355,221.1272954940796,229.62890148162842,231.75430297851562
All benchmarks,content_category,pytest,False,12,9,132.16042518615723,1758.4476232528689,2241.65254831314,2635.484325885773,2733.9422702789307
All benchmarks,content_category,python,False,9,6,6756.4802169799805,29127.112436294567,53921.48318290708,73756.97978019714,78715.85392951965
All benchmarks,content_category,python3,False,89,54,566.3313865661621,24019.93680000307,59208.052587509024,164196.6390514374,170636.16251945496
All benchmarks,content_category,qemu-img,False,1,1,8.24117660522461,8.24117660522461,8.24117660522461,8.24117660522461,8.24117660522461
All benchmarks,content_category,qemu-system-i386,False,5,2,0.6346702575683594,195.40295600891116,238.20834159851069,272.45265007019043,281.01372718811035
All benchmarks,content_category,qemu-system-x86_64,False,4,2,78.49812507629395,98.44629764556885,102.53866910934447,105.81256628036498,106.63104057312012
All benchmarks,content_category,read_xp_key_from_cdrom_box,False,1,1,5.204916000366211,5.204916000366211,5.204916000366211,5.204916000366211,5.204916000366211
All benchmarks,content_category,rm,False,9,9,0.5946159362792969,1.7323970794677743,3.825807571411131,5.50053596496582,5.919218063354492
All benchmarks,content_category,rmdir,False,1,1,9.269952774047852,9.269952774047852,9.269952774047852,9.269952774047852,9.269952774047852
All benchmarks,content_category,runuser,False,3,2,4175.169944763184,240899.85027313232,270490.43531417847,294162.9033470154,300081.0203552246
All benchmarks,content_category,sed,False,33,18,11.011838912963867,749.1606235504157,8039.005422592159,71006.3624000549,99848.04391860962
All benchmarks,content_category,service,False,1,1,2476.7539501190186,2476.7539501190186,2476.7539501190186,2476.7539501190186,2476.7539501190186
All benchmarks,content_category,set,True,184,58,143.6527967453003,55910.80498695396,122266.91646575922,227488.55283260235,300319.1599845886
All benchmarks,content_category,sh,False,4,2,232.88798332214355,2108.91284942627,2476.622176170348,2770.789637565612,2844.3315029144287
All benchmarks,content_category,sha256sum,False,1,1,33.731698989868164,33.731698989868164,33.731698989868164,33.731698989868164,33.731698989868164
All benchmarks,content_category,shred,False,3,1,46.2191104888916,51.795053482055664,52.49204635620117,53.04964065551758,53.18903923034668
All benchmarks,content_category,sleep,False,8,4,15009.753227233887,103008.66262912749,141510.12953519815,172311.30306005475,180011.59644126892
All benchmarks,content_category,sqlite3,False,1,1,8.781909942626953,8.781909942626953,8.781909942626953,8.781909942626953,8.781909942626953
All benchmarks,content_category,stat,False,2,2,12.019634246826172,12.168407440185547,12.187004089355469,12.201881408691406,12.20560073852539
All benchmarks,content_category,stockfish,False,1,1,30010.543823242188,30010.543823242188,30010.543823242188,30010.543823242188,30010.543823242188
All benchmarks,content_category,strings,False,2,2,5.9822797775268555,7.811522483825684,8.040177822113037,8.22310209274292,8.26883316040039
All benchmarks,content_category,tail,False,4,4,7.792830467224121,12.584590911865234,13.358783721923826,13.978137969970701,14.132976531982422
All benchmarks,content_category,tar,False,3,3,1725.5163192749023,6371.590614318848,6952.34990119934,7416.957330703735,7533.109188079834
All benchmarks,content_category,test,False,2,2,25.52926540374756,42.626261711120605,44.763386249542236,46.47308588027954,46.90051078796387
All benchmarks,content_category,time,False,1,1,7.889032363891602,7.889032363891602,7.889032363891602,7.889032363891602,7.889032363891602
All benchmarks,content_category,timeout,False,3,3,4006.6707134246826,24828.30138206482,27431.005215644833,29513.16828250885,30033.709049224854
All benchmarks,content_category,unclassified,True,949,207,180.44042587280273,8780.332612991333,26231.094837188542,221964.16843414283,600108.1924438477
All benchmarks,content_category,upcc,False,1,1,64.38899040222168,64.38899040222168,64.38899040222168,64.38899040222168,64.38899040222168
All benchmarks,content_category,valgrind,False,1,1,944.1454410552979,944.1454410552979,944.1454410552979,944.1454410552979,944.1454410552979
All benchmarks,content_category,wc,False,10,8,9.204506874084473,892.1283960342387,3454.690182209009,5504.739611148835,6017.251968383789
All benchmarks,content_category,websockify,False,1,1,347.64671325683594,347.64671325683594,347.64671325683594,347.64671325683594,347.64671325683594
All benchmarks,content_category,wget,False,2,2,300008.562207222,540011.7023706436,570012.0948910713,594012.4089074135,600012.487411499
All benchmarks,content_category,which,False,2,2,113.61026763916016,199.20082092285156,209.899640083313,218.45869541168213,220.5984592437744
All benchmarks,content_category,xorriso,False,6,1,67.0250654220581,2063.1531476974487,2164.844572544098,2246.1977124214172,2266.535997390747
All benchmarks,content_category,yt-dlp,False,2,2,1656.945824623108,1853.8399934768677,1878.4517645835876,1898.1411814689636,1903.0635356903076
All benchmarks,operator_pattern,mixed operators,True,331,105,49.189090728759766,6470.3803062438965,16460.002899169922,214869.3403244008,300102.30469703674
All benchmarks,operator_pattern,no simple operator,True,216,102,757.8181028366089,66937.99102306366,126615.87518453598,543857.4397921541,600029.8683643341
All benchmarks,operator_pattern,pipeline/background operators,True,50,29,12.454509735107422,3108.3424806594867,30010.125720500946,173916.89015626855,300006.3478946686
All benchmarks,operator_pattern,sequential operators,True,399,140,102.01644897460938,30666.833734512293,87343.63794326756,201617.9712867735,600013.6840343475
All benchmarks,operator_pattern,unclassified,True,934,207,185.2271556854248,9136.285662651084,27265.83212614053,223948.37282180734,600108.1924438477
All benchmarks,command_parse_status,parsed,False,996,181,106.17077350616455,20453.91535758972,75630.7270526886,226495.01298665925,600029.8683643341
All benchmarks,command_parse_status,unsupported syntax,False,934,207,185.2271556854248,9136.285662651084,27265.83212614053,223948.37282180734,600108.1924438477
All benchmarks,content_category_aggregate,other,True,1746,228,148.4740972518921,13451.084971427917,44920.685946941376,227112.96883821476,600108.1924438477
All benchmarks,total,all_exec,True,1930,228,147.2303867340088,15409.285926818875,55994.76987123481,227539.8679089547,600108.1924438477
