corpus,pool_dir,file,trace,instance_id,model,metadata_instance_id,n_llm,n_tool,peak_prompt_tokens,sum_prompt_tokens,sum_completion_tokens,llm_s,tool_s,wall_s,bucket
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-4457.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-4457.trace.jsonl,tobymao__sqlglot-4457,gpt-5.6-sol,,23,22,17776,276787,2736,92.2,263.2,355.8,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-4459.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-4459.trace.jsonl,tobymao__sqlglot-4459,gpt-5.6-sol,,19,18,10615,118559,2782,90.2,145.1,235.4,<16K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-4472.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-4472.trace.jsonl,tobymao__sqlglot-4472,gpt-5.6-sol,,29,28,22819,436123,3379,124.9,140.4,265.8,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-4488.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-4488.trace.jsonl,tobymao__sqlglot-4488,gpt-5.6-sol,,20,19,28604,350047,4436,114.5,139.8,254.8,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-4493.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-4493.trace.jsonl,tobymao__sqlglot-4493,gpt-5.6-sol,,43,42,37994,874136,6007,186.6,151.8,339.3,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-4505.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-4505.trace.jsonl,tobymao__sqlglot-4505,gpt-5.6-sol,,28,27,25279,468793,4796,148.7,139.7,289.0,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-4506.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-4506.trace.jsonl,tobymao__sqlglot-4506,gpt-5.6-sol,,27,26,24625,443206,4838,143.5,140.3,284.4,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-4516.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-4516.trace.jsonl,tobymao__sqlglot-4516,gpt-5.6-sol,,38,37,28181,615522,6471,198.5,149.4,348.8,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-4519.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-4519.trace.jsonl,tobymao__sqlglot-4519,gpt-5.6-sol,,39,38,30267,675509,5363,173.8,154.1,328.7,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-4523.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-4523.trace.jsonl,tobymao__sqlglot-4523,gpt-5.6-sol,,25,24,17148,276086,3413,122.0,149.4,271.8,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-4528.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-4528.trace.jsonl,tobymao__sqlglot-4528,gpt-5.6-sol,,25,24,26506,455220,6743,177.5,389.6,567.7,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-4533.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-4533.trace.jsonl,tobymao__sqlglot-4533,gpt-5.6-sol,,23,22,15623,233899,2671,91.6,133.2,225.1,<16K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-4545.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-4545.trace.jsonl,tobymao__sqlglot-4545,gpt-5.6-sol,,44,43,51042,1163028,7338,245.3,200.9,447.5,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-4546.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-4546.trace.jsonl,tobymao__sqlglot-4546,gpt-5.6-sol,,38,37,31345,749881,5244,168.7,158.2,327.7,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-4550.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-4550.trace.jsonl,tobymao__sqlglot-4550,gpt-5.6-sol,,59,58,38369,1354618,8899,301.1,152.2,455.0,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-4563.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-4563.trace.jsonl,tobymao__sqlglot-4563,gpt-5.6-sol,,24,23,15637,228028,3017,104.8,127.8,232.9,<16K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-4569.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-4569.trace.jsonl,tobymao__sqlglot-4569,gpt-5.6-sol,,30,29,29357,597868,4934,168.2,127.4,296.2,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-4618.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-4618.trace.jsonl,tobymao__sqlglot-4618,gpt-5.6-sol,,31,30,28151,475806,3674,135.9,213.4,349.9,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-4628.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-4628.trace.jsonl,tobymao__sqlglot-4628,gpt-5.6-sol,,22,21,11602,170214,2808,92.4,136.3,229.0,<16K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-4643.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-4643.trace.jsonl,tobymao__sqlglot-4643,gpt-5.6-sol,,29,28,26753,405589,3810,135.9,135.4,271.8,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-4652.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-4652.trace.jsonl,tobymao__sqlglot-4652,gpt-5.6-sol,,30,29,24034,434129,4656,159.8,133.7,293.9,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-4661.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-4661.trace.jsonl,tobymao__sqlglot-4661,gpt-5.6-sol,,27,26,28661,482090,4593,140.2,133.2,273.9,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-4683.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-4683.trace.jsonl,tobymao__sqlglot-4683,gpt-5.6-sol,,48,47,37951,1092536,12557,326.2,261.9,589.2,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-4696.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-4696.trace.jsonl,tobymao__sqlglot-4696,gpt-5.6-sol,,29,28,20479,345989,3483,123.8,229.8,354.2,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-4935.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-4935.trace.jsonl,tobymao__sqlglot-4935,gpt-5.6-sol,,28,27,18855,276656,4395,130.7,248.7,379.8,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-4941.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-4941.trace.jsonl,tobymao__sqlglot-4941,gpt-5.6-sol,,44,43,33409,814547,8930,242.2,265.7,509.0,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-4987.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-4987.trace.jsonl,tobymao__sqlglot-4987,gpt-5.6-sol,,33,32,34380,669378,4972,156.5,157.1,314.4,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-dev100__tobymao__sqlglot-5015.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-dev100__tobymao__sqlglot-5015.trace.jsonl,tobymao__sqlglot-5015,gpt-5.6-sol,,22,21,16950,239730,3546,103.0,285.4,388.7,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2295.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2295.trace.jsonl,tobymao__sqlglot-2295,gpt-5.6-sol,,38,37,35412,808499,5301,191.8,236.3,428.9,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2296.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2296.trace.jsonl,tobymao__sqlglot-2296,gpt-5.6-sol,,50,49,44809,1179703,9515,332.6,591.8,925.8,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2297.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2297.trace.jsonl,tobymao__sqlglot-2297,gpt-5.6-sol,,41,40,36899,857493,5934,208.9,426.1,635.9,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2305.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2305.trace.jsonl,tobymao__sqlglot-2305,gpt-5.6-sol,,56,55,55923,1626328,8646,306.3,305.6,613.6,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2306.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2306.trace.jsonl,tobymao__sqlglot-2306,gpt-5.6-sol,,47,46,37359,975956,7123,239.3,359.4,599.7,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2337.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2337.trace.jsonl,tobymao__sqlglot-2337,gpt-5.6-sol,,50,49,36477,1062661,6465,252.4,2079.4,2333.2,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2358.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2358.trace.jsonl,tobymao__sqlglot-2358,gpt-5.6-sol,,41,40,32423,759249,5425,210.6,309.5,520.8,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2412.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2412.trace.jsonl,tobymao__sqlglot-2412,gpt-5.6-sol,,29,28,26836,422652,5316,159.8,260.7,420.9,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2432.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2432.trace.jsonl,tobymao__sqlglot-2432,gpt-5.6-sol,,36,35,43391,958162,8693,259.0,277.1,536.9,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2439.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2439.trace.jsonl,tobymao__sqlglot-2439,gpt-5.6-sol,,25,24,29157,437509,3812,113.7,330.7,444.8,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2443.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2443.trace.jsonl,tobymao__sqlglot-2443,gpt-5.6-sol,,34,33,28002,528263,5456,172.9,1480.3,1654.0,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2450.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2450.trace.jsonl,tobymao__sqlglot-2450,gpt-5.6-sol,,29,28,28939,477983,5034,148.7,477.0,626.3,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2461.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2461.trace.jsonl,tobymao__sqlglot-2461,gpt-5.6-sol,,34,33,43084,827908,6375,216.0,302.4,519.2,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2499.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2499.trace.jsonl,tobymao__sqlglot-2499,gpt-5.6-sol,,42,41,41866,825532,6368,198.2,941.0,1140.1,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2507.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2507.trace.jsonl,tobymao__sqlglot-2507,gpt-5.6-sol,,37,36,45873,1001886,4691,163.1,255.4,419.6,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2521.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2521.trace.jsonl,tobymao__sqlglot-2521,gpt-5.6-sol,,52,51,48498,1290431,8237,234.8,291.6,527.8,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2529.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2529.trace.jsonl,tobymao__sqlglot-2529,gpt-5.6-sol,,37,36,28729,544751,5453,182.0,312.3,495.0,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2576.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2576.trace.jsonl,tobymao__sqlglot-2576,gpt-5.6-sol,,37,36,34429,738654,5549,172.3,516.2,689.4,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2591.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2591.trace.jsonl,tobymao__sqlglot-2591,gpt-5.6-sol,,54,53,37648,874234,6513,218.0,829.7,1049.4,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2605.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2605.trace.jsonl,tobymao__sqlglot-2605,gpt-5.6-sol,,43,42,33097,761483,5235,177.5,428.1,606.6,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2619.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2619.trace.jsonl,tobymao__sqlglot-2619,gpt-5.6-sol,,31,30,31696,584399,5039,141.5,423.1,565.2,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2658.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2658.trace.jsonl,tobymao__sqlglot-2658,gpt-5.6-sol,,37,36,38674,787583,7928,226.8,280.7,508.2,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2659.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2659.trace.jsonl,tobymao__sqlglot-2659,gpt-5.6-sol,,56,55,47342,1437498,8453,266.0,2672.4,2939.8,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2739.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2739.trace.jsonl,tobymao__sqlglot-2739,gpt-5.6-sol,,45,44,54225,1141970,6738,231.0,239.4,471.4,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2754.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2754.trace.jsonl,tobymao__sqlglot-2754,gpt-5.6-sol,,45,44,33574,796901,7001,224.9,226.0,451.7,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2794.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2794.trace.jsonl,tobymao__sqlglot-2794,gpt-5.6-sol,,49,48,37610,937454,6636,222.6,266.9,490.5,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2800.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2800.trace.jsonl,tobymao__sqlglot-2800,gpt-5.6-sol,,57,56,50058,1533748,10634,354.4,2054.5,2410.4,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2821.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2821.trace.jsonl,tobymao__sqlglot-2821,gpt-5.6-sol,,52,51,47318,1154436,9462,316.8,633.8,951.7,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2822.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2822.trace.jsonl,tobymao__sqlglot-2822,gpt-5.6-sol,,42,41,40561,902929,6765,218.7,267.1,486.7,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2825.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2825.trace.jsonl,tobymao__sqlglot-2825,gpt-5.6-sol,,40,39,43596,988582,5863,198.9,259.9,459.8,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2857.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2857.trace.jsonl,tobymao__sqlglot-2857,gpt-5.6-sol,,37,36,36374,604445,5900,187.2,727.2,915.0,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-2935.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-2935.trace.jsonl,tobymao__sqlglot-2935,gpt-5.6-sol,,43,42,50568,1088634,4959,195.9,957.8,1155.0,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3045.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3045.trace.jsonl,tobymao__sqlglot-3045,gpt-5.6-sol,,24,23,22860,334713,3897,130.9,425.9,557.3,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3111.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3111.trace.jsonl,tobymao__sqlglot-3111,gpt-5.6-sol,,50,49,41659,1105075,7069,265.9,2647.3,2914.3,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3129.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3129.trace.jsonl,tobymao__sqlglot-3129,gpt-5.6-sol,,42,41,35082,829778,7000,227.5,354.9,583.1,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3150.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3150.trace.jsonl,tobymao__sqlglot-3150,gpt-5.6-sol,,70,69,48655,1623977,15579,428.0,311.3,740.7,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3160.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3160.trace.jsonl,tobymao__sqlglot-3160,gpt-5.6-sol,,38,37,37523,827104,6677,193.0,211.3,405.0,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3166.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3166.trace.jsonl,tobymao__sqlglot-3166,gpt-5.6-sol,,39,38,29391,657422,6191,213.5,377.7,591.8,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3179.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3179.trace.jsonl,tobymao__sqlglot-3179,gpt-5.6-sol,,50,49,31002,808929,6001,334.3,217.5,552.6,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3182.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3182.trace.jsonl,tobymao__sqlglot-3182,gpt-5.6-sol,,37,36,36882,744441,10736,425.5,365.8,792.1,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3191.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3191.trace.jsonl,tobymao__sqlglot-3191,gpt-5.6-sol,,37,36,29082,614600,6364,286.9,260.9,548.4,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3198.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3198.trace.jsonl,tobymao__sqlglot-3198,gpt-5.6-sol,,37,36,23382,435958,4520,210.2,392.1,602.8,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3201.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3201.trace.jsonl,tobymao__sqlglot-3201,gpt-5.6-sol,,37,36,26796,558828,5828,228.4,334.2,563.3,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,sqlglot-reserved100__tobymao__sqlglot-3204.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/sqlglot-reserved100__tobymao__sqlglot-3204.trace.jsonl,tobymao__sqlglot-3204,gpt-5.6-sol,,29,28,22892,395469,5846,225.7,355.2,581.4,16-32K
